Source,Number of sources,Variable,Task,Ethnicity,Age ,Age_sign1,Age_value1,Age_sign2,Age_value2,Unit,Sex,Education,Socioeconomic status,Sign_1,Cut_off_value_1,Sign_2,Cut_off_value_2,Unit,Interpretation 1,Interpretation 2,Comments
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4578165/,3,Alanine Aminotransferase (ALT),Abbott Piccolo Xpress,Non-Hispanic Black,18 - 65 years,>=,18,<=,65,years,Female,NA,NA,>=,9,<=,41,IU/L,Normal,NA,NA
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4578165/,3,Alanine Aminotransferase (ALT),Abbott Piccolo Xpress,Hispanic,18 - 65 years,>=,18,<=,65,years,Female,NA,NA,>=,10,<=,62,IU/L,Normal,NA,NA
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4578165/,3,Alanine Aminotransferase (ALT),Abbott Piccolo Xpress,Non-Hispanic White,18 - 65 years,>=,18,<=,65,years,Female,NA,NA,>=,11,<=,58,IU/L,Normal,NA,NA
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4578165/,3,Alanine Aminotransferase (ALT),Abbott Piccolo Xpress,All,18 - 65 years,>=,18,<=,65,years,Male,NA,NA,>=,12,<=,80,IU/L,Normal,NA,NA
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4578165/,3,Alanine Aminotransferase (ALT),Abbott Piccolo Xpress,Asian,18 - 65 years,>=,18,<=,65,years,Male,NA,NA,>=,12,<=,76,IU/L,Normal,NA,NA
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4578165/,3,Alanine Aminotransferase (ALT),Abbott Piccolo Xpress,Non-Hispanic Black,18 - 65 years,>=,18,<=,65,years,Male,NA,NA,>=,11,<=,64,IU/L,Normal,NA,NA
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4578165/,3,Alanine Aminotransferase (ALT),Abbott Piccolo Xpress,Hispanic,18 - 65 years,>=,18,<=,65,years,Male,NA,NA,>=,12,<=,102,IU/L,Normal,NA,NA
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4578165/,3,Alanine Aminotransferase (ALT),Abbott Piccolo Xpress,Non-Hispanic White,18 - 65 years,>=,18,<=,65,years,Male,NA,NA,>=,12,<=,87,IU/L,Normal,NA,NA
https://www.abaxis.com/sites/default/files/resource-packages/Comprehensive%20Metabolic%20Panel%20Package%20Insert-EN_0.pdf,2,Aspartate Aminotransferase (AST),Abbott Piccolo Xpress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,>=,11,<=,38,IU/L,Normal,NA,NA
https://wwwn.cdc.gov/nchs/data/nhanes/2013-2014/labmethods/BIOPRO_H_MET_ASPARTATE_AMINOTRANSFERASE.pdf,2,Aspartate Aminotransferase (AST),Abbott Piccolo Xpress,NA,0 - 6 years ,>=,0,<=,6,years,NA,NA,NA,>=,18,<=,63,IU/L,Normal,NA,NA
https://wwwn.cdc.gov/nchs/data/nhanes/2013-2014/labmethods/BIOPRO_H_MET_ASPARTATE_AMINOTRANSFERASE.pdf,2,Aspartate Aminotransferase (AST),Abbott Piccolo Xpress,NA,6 - 10 years ,>=,6,<=,10,years,NA,NA,NA,>=,21,<=,44,IU/L,Normal,NA,NA
https://wwwn.cdc.gov/nchs/data/nhanes/2013-2014/labmethods/BIOPRO_H_MET_ASPARTATE_AMINOTRANSFERASE.pdf,2,Aspartate Aminotransferase (AST),Abbott Piccolo Xpress,NA,10 - 20 years ,>=,10,<=,20,years,NA,NA,NA,>=,13,<=,38,IU/L,Normal,NA,NA
https://wwwn.cdc.gov/nchs/data/nhanes/2013-2014/labmethods/BIOPRO_H_MET_ASPARTATE_AMINOTRANSFERASE.pdf,2,Aspartate Aminotransferase (AST),Abbott Piccolo Xpress,NA,> 20 years ,>,20,NA,NA,years,NA,NA,NA,>=,13,<=,33,IU/L,Normal,NA,NA
https://www.abaxis.com/sites/default/files/resource-packages/Comprehensive%20Metabolic%20Panel%20Package%20Insert-EN_0.pdf,4,Blood Urea Nitrogen (BUN),Abbott Piccolo Xpress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,>=,7,<=,22,mg/dL,Normal,NA,NA
https://www.abaxis.com/sites/default/files/resource-packages/Comprehensive%20Metabolic%20Panel%20Package%20Insert-EN_0.pdf,4,Blood Urea Nitrogen (BUN),Abbott Piccolo Xpress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,>=,2.5,<=,7.9,mmol urea/L,Normal,NA,NA
https://wwwn.cdc.gov/nchs/data/nhanes/2013-2014/labmethods/BIOPRO_H_MET_BLOOD_UREA_NITROGEN.pdf,4,Blood Urea Nitrogen (BUN),Abbott Piccolo Xpress,NA,0 - 5 years,>=,0,<=,5,years,NA,NA,NA,>=,5,<=,18,mg/dL,Normal,NA,NA
https://wwwn.cdc.gov/nchs/data/nhanes/2013-2014/labmethods/BIOPRO_H_MET_BLOOD_UREA_NITROGEN.pdf,4,Blood Urea Nitrogen (BUN),Abbott Piccolo Xpress,NA,5 - 15 years,>=,5,<=,15,years,NA,NA,NA,>=,7,<=,18,mg/dL,Normal,NA,NA
https://wwwn.cdc.gov/nchs/data/nhanes/2013-2014/labmethods/BIOPRO_H_MET_BLOOD_UREA_NITROGEN.pdf,4,Blood Urea Nitrogen (BUN),Abbott Piccolo Xpress,NA,> 15 years,>,15,NA,NA,years,NA,NA,NA,>=,6,<=,23,mg/dL,Normal,NA,NA
https://labtestsonline.org/understanding/analytes/bun/tab/test,4,Blood Urea Nitrogen (BUN),Abbott Piccolo Xpress,NA,> 60 years,>,60,NA,NA,years,NA,NA,NA,>=,8,<=,23,mg/dL,Normal,NA,NA
https://labtestsonline.org/understanding/analytes/bun/tab/test,4,Blood Urea Nitrogen (BUN),Abbott Piccolo Xpress,NA,Adults,NA,Adults,NA,NA,NA,NA,NA,NA,>=,6,<=,20,mg/dL,Normal,NA,NA
https://labtestsonline.org/understanding/analytes/bun/tab/test,4,Blood Urea Nitrogen (BUN),Abbott Piccolo Xpress,NA,Adults,NA,Adults,NA,NA,NA,NA,NA,NA,>=,2.1,<=,7.1,mmol/L,Normal,NA,NA
https://labtestsonline.org/understanding/analytes/bun/tab/test,4,Blood Urea Nitrogen (BUN),Abbott Piccolo Xpress,NA,> 60 years,>,60,NA,NA,years,NA,NA,NA,>=,2.9,<=,8.2,mmol/L,Normal,NA,NA
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4578165/,4,Blood Urea Nitrogen (BUN),Abbott Piccolo Xpress,All,18 - 65 years,>=,18,<=,65,years,Female,NA,NA,>=,6,<=,21,mg/dL,Normal,NA,NA
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4578165/,4,Blood Urea Nitrogen (BUN),Abbott Piccolo Xpress,Asian,18 - 65 years,>=,18,<=,65,years,Female,NA,NA,>=,6,<=,18,mg/dL,Normal,NA,NA
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4578165/,4,Blood Urea Nitrogen (BUN),Abbott Piccolo Xpress,Non-Hispanic Black,18 - 65 years,>=,18,<=,65,years,Female,NA,NA,>=,4,<=,20,mg/dL,Normal,NA,NA
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4578165/,4,Blood Urea Nitrogen (BUN),Abbott Piccolo Xpress,Hispanic,18 - 65 years,>=,18,<=,65,years,Female,NA,NA,>=,6,<=,22,mg/dL,Normal,NA,NA
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4578165/,4,Blood Urea Nitrogen (BUN),Abbott Piccolo Xpress,Non-Hispanic White,18 - 65 years,>=,18,<=,65,years,Female,NA,NA,>=,5,<=,22,mg/dL,Normal,NA,NA
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4578165/,4,Blood Urea Nitrogen (BUN),Abbott Piccolo Xpress,All,18 - 65 years,>=,18,<=,65,years,Male,NA,NA,>=,6,<=,21,mg/dL,Normal,NA,NA
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4578165/,4,Blood Urea Nitrogen (BUN),Abbott Piccolo Xpress,Asian,18 - 65 years,>=,18,<=,65,years,Male,NA,NA,>=,6,<=,21,mg/dL,Normal,NA,NA
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4578165/,4,Blood Urea Nitrogen (BUN),Abbott Piccolo Xpress,Non-Hispanic Black,18 - 65 years,>=,18,<=,65,years,Male,NA,NA,>=,6,<=,20,mg/dL,Normal,NA,NA
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4578165/,4,Blood Urea Nitrogen (BUN),Abbott Piccolo Xpress,Hispanic,18 - 65 years,>=,18,<=,65,years,Male,NA,NA,>=,7,<=,22,mg/dL,Normal,NA,NA
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4578165/,4,Blood Urea Nitrogen (BUN),Abbott Piccolo Xpress,Non-Hispanic White,18 - 65 years,>=,18,<=,65,years,Male,NA,NA,>=,6,<=,21,mg/dL,Normal,NA,NA
https://www.abaxis.com/sites/default/files/resource-packages/Comprehensive%20Metabolic%20Panel%20Package%20Insert-EN_0.pdf,4,Calcium (Ca2+),Abbott Piccolo Xpress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,>=,8,<=,10.3,mg/dL,Normal,NA,NA
https://www.abaxis.com/sites/default/files/resource-packages/Comprehensive%20Metabolic%20Panel%20Package%20Insert-EN_0.pdf,4,Calcium (Ca2+),Abbott Piccolo Xpress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,>=,2,<=,2.58,mmol/L,Normal,NA,NA
https://wwwn.cdc.gov/nchs/data/nhanes/2013-2014/labmethods/BIOPRO_H_MET_TOTAL_CALCIUM.pdf,4,Calcium (Ca2+),Abbott Piccolo Xpress,NA,0 - 10 days,>=,0,<=,10,days,NA,NA,NA,>=,7.6,<=,10.4,mg/dL,Normal,NA,NA
https://wwwn.cdc.gov/nchs/data/nhanes/2013-2014/labmethods/BIOPRO_H_MET_TOTAL_CALCIUM.pdf,4,Calcium (Ca2+),Abbott Piccolo Xpress,NA,10 days - 2 years,>=,0.03,<=,2,years,NA,NA,NA,>=,9,<=,11,mg/dL,Normal,NA,NA
https://wwwn.cdc.gov/nchs/data/nhanes/2013-2014/labmethods/BIOPRO_H_MET_TOTAL_CALCIUM.pdf,4,Calcium (Ca2+),Abbott Piccolo Xpress,NA,2 - 12 years,>=,2,<=,12,years,NA,NA,NA,>=,8.8,<=,10.8,mg/dL,Normal,NA,NA
https://wwwn.cdc.gov/nchs/data/nhanes/2013-2014/labmethods/BIOPRO_H_MET_TOTAL_CALCIUM.pdf,4,Calcium (Ca2+),Abbott Piccolo Xpress,NA,> 12 years,>,12,NA,NA,years,NA,NA,NA,>=,8.5,<=,10.5,mg/dL,Normal,NA,NA
https://labtestsonline.org/understanding/analytes/calcium/tab/test,4,Calcium (Ca2+),Abbott Piccolo Xpress,NA,> 18 years,>,18,NA,NA,years,NA,NA,NA,>=,8.6,<=,10.2,mg/dL,Normal,NA,NA
https://labtestsonline.org/understanding/analytes/calcium/tab/test,4,Calcium (Ca2+),Abbott Piccolo Xpress,NA,> 18 years,>,18,NA,NA,years,NA,NA,NA,>=,2.15,<=,2.55,mmol/L,Normal,NA,NA
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4578165/,4,Calcium (Ca2+),Abbott Piccolo Xpress,All,18 - 65 years,>=,18,<=,65,years,Female,NA,NA,>=,8.8,<=,10.1,mg/dL,Normal,NA,NA
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4578165/,4,Calcium (Ca2+),Abbott Piccolo Xpress,Asian,18 - 65 years,>=,18,<=,65,years,Female,NA,NA,>=,8.6,<=,10,mg/dL,Normal,NA,NA
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4578165/,4,Calcium (Ca2+),Abbott Piccolo Xpress,Non-Hispanic Black,18 - 65 years,>=,18,<=,65,years,Female,NA,NA,>=,8.7,<=,10.2,mg/dL,Normal,NA,NA
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4578165/,4,Calcium (Ca2+),Abbott Piccolo Xpress,Hispanic,18 - 65 years,>=,18,<=,65,years,Female,NA,NA,>=,8.7,<=,10,mg/dL,Normal,NA,NA
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4578165/,4,Calcium (Ca2+),Abbott Piccolo Xpress,Non-Hispanic White,18 - 65 years,>=,18,<=,65,years,Female,NA,NA,>=,8.7,<=,10.1,mg/dL,Normal,NA,NA
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4578165/,4,Calcium (Ca2+),Abbott Piccolo Xpress,All,18 - 65 years,>=,18,<=,65,years,Male,NA,NA,>=,8.8,<=,10.1,mg/dL,Normal,NA,NA
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4578165/,4,Calcium (Ca2+),Abbott Piccolo Xpress,Asian,18 - 65 years,>=,18,<=,65,years,Male,NA,NA,>=,8.8,<=,10.1,mg/dL,Normal,NA,NA
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4578165/,4,Calcium (Ca2+),Abbott Piccolo Xpress,Non-Hispanic Black,18 - 65 years,>=,18,<=,65,years,Male,NA,NA,>=,8.8,<=,10.1,mg/dL,Normal,NA,NA
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4578165/,4,Calcium (Ca2+),Abbott Piccolo Xpress,Hispanic,18 - 65 years,>=,18,<=,65,years,Male,NA,NA,>=,8.8,<=,10.1,mg/dL,Normal,NA,NA
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4578165/,4,Calcium (Ca2+),Abbott Piccolo Xpress,Non-Hispanic White,18 - 65 years,>=,18,<=,65,years,Male,NA,NA,>=,8.8,<=,10.2,mg/dL,Normal,NA,NA
https://www.abaxis.com/sites/default/files/resource-packages/Comprehensive%20Metabolic%20Panel%20Package%20Insert-EN_0.pdf,4,Chloride (Cl-),Abbott Piccolo Xpress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,>=,98,<=,108,mmol/L,Normal,NA,NA
https://wwwn.cdc.gov/nchs/data/nhanes/2013-2014/labmethods/BIOPRO_H_MET_CHLORIDE.pdf,4,Chloride (Cl-),Abbott Piccolo Xpress,NA,0 - 5 years,>=,0,<=,5,years,NA,NA,NA,>=,98,<=,118,mEq/L,Normal,NA,NA
https://wwwn.cdc.gov/nchs/data/nhanes/2013-2014/labmethods/BIOPRO_H_MET_CHLORIDE.pdf,4,Chloride (Cl-),Abbott Piccolo Xpress,NA,5 - 15 years,>=,5,<=,15,years,NA,NA,NA,>=,98,<=,115,mEq/L,Normal,NA,NA
https://wwwn.cdc.gov/nchs/data/nhanes/2013-2014/labmethods/BIOPRO_H_MET_CHLORIDE.pdf,4,Chloride (Cl-),Abbott Piccolo Xpress,NA,> 15 years,>,15,NA,NA,years,NA,NA,NA,>=,102,<=,110,mEq/L,Normal,NA,NA
https://labtestsonline.org/understanding/analytes/chloride/tab/test,4,Chloride (Cl-),Abbott Piccolo Xpress,NA,18 - 90 years,>=,18,<=,90,years,NA,NA,NA,>=,98,<=,107,mEq/L,Normal,NA,NA
https://labtestsonline.org/understanding/analytes/chloride/tab/test,4,Chloride (Cl-),Abbott Piccolo Xpress,NA,> 90 years,>,90,NA,NA,years,NA,NA,NA,>=,98,<=,111,mEq/L,Normal,NA,NA
https://labtestsonline.org/understanding/analytes/chloride/tab/test,4,Chloride (Cl-),Abbott Piccolo Xpress,NA,18 - 90 years,>=,18,<=,90,years,NA,NA,NA,>=,98,<=,107,mmol/L,Normal,NA,NA
https://labtestsonline.org/understanding/analytes/chloride/tab/test,4,Chloride (Cl-),Abbott Piccolo Xpress,NA,> 90 years,>,90,NA,NA,years,NA,NA,NA,>=,98,<=,111,mmol/L,Normal,NA,NA
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4578165/,4,Chloride (Cl-),Abbott Piccolo Xpress,All,18 - 65 years,>=,18,<=,65,years,Female,NA,NA,>=,99,<=,109,mEq/L,Normal,NA,NA
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4578165/,4,Chloride (Cl-),Abbott Piccolo Xpress,Asian,18 - 65 years,>=,18,<=,65,years,Female,NA,NA,>=,98,<=,108,mEq/L,Normal,NA,NA
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4578165/,4,Chloride (Cl-),Abbott Piccolo Xpress,Non-Hispanic Black,18 - 65 years,>=,18,<=,65,years,Female,NA,NA,>=,99,<=,110,mEq/L,Normal,NA,NA
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4578165/,4,Chloride (Cl-),Abbott Piccolo Xpress,Hispanic,18 - 65 years,>=,18,<=,65,years,Female,NA,NA,>=,100,<=,110,mEq/L,Normal,NA,NA
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4578165/,4,Chloride (Cl-),Abbott Piccolo Xpress,Non-Hispanic White,18 - 65 years,>=,18,<=,65,years,Female,NA,NA,>=,98,<=,109,mEq/L,Normal,NA,NA
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4578165/,4,Chloride (Cl-),Abbott Piccolo Xpress,All,18 - 65 years,>=,18,<=,65,years,Male,NA,NA,>=,99,<=,109,mEq/L,Normal,NA,NA
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4578165/,4,Chloride (Cl-),Abbott Piccolo Xpress,Asian,18 - 65 years,>=,18,<=,65,years,Male,NA,NA,>=,98,<=,108,mEq/L,Normal,NA,NA
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4578165/,4,Chloride (Cl-),Abbott Piccolo Xpress,Non-Hispanic Black,18 - 65 years,>=,18,<=,65,years,Male,NA,NA,>=,99,<=,109,mEq/L,Normal,NA,NA
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4578165/,4,Chloride (Cl-),Abbott Piccolo Xpress,Hispanic,18 - 65 years,>=,18,<=,65,years,Male,NA,NA,>=,99,<=,108,mEq/L,Normal,NA,NA
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4578165/,4,Chloride (Cl-),Abbott Piccolo Xpress,Non-Hispanic White,18 - 65 years,>=,18,<=,65,years,Male,NA,NA,>=,98,<=,109,mEq/L,Normal,NA,NA
https://www.abaxis.com/sites/default/files/resource-packages/Comprehensive%20Metabolic%20Panel%20Package%20Insert-EN_0.pdf,4,Creatinine (CRE),Abbott Piccolo Xpress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,>=,0.6,<=,1.2,mg/dL,Normal,NA,NA
https://www.abaxis.com/sites/default/files/resource-packages/Comprehensive%20Metabolic%20Panel%20Package%20Insert-EN_0.pdf,4,Creatinine (CRE),Abbott Piccolo Xpress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,>=,53,<=,106,micromol/L,Normal,NA,NA
https://wwwn.cdc.gov/nchs/data/nhanes/2013-2014/labmethods/BIOPRO_H_MET_CREATININE.pdf,4,Creatinine (CRE),Abbott Piccolo Xpress,NA,0 - 1 month,>=,0,<=,1,month,NA,NA,NA,>=,0.3,<=,0.8,mg/dL ,Normal,NA,NA
https://wwwn.cdc.gov/nchs/data/nhanes/2013-2014/labmethods/BIOPRO_H_MET_CREATININE.pdf,4,Creatinine (CRE),Abbott Piccolo Xpress,NA,1 month - 1 year,>=,0.08,<=,1,year,NA,NA,NA,>=,0.3,<=,0.6,mg/dL ,Normal,NA,NA
https://wwwn.cdc.gov/nchs/data/nhanes/2013-2014/labmethods/BIOPRO_H_MET_CREATININE.pdf,4,Creatinine (CRE),Abbott Piccolo Xpress,NA,1 - 15 years,>=,1,<=,15,years,NA,NA,NA,>=,0.3,<=,1,mg/dL ,Normal,NA,NA
https://wwwn.cdc.gov/nchs/data/nhanes/2013-2014/labmethods/BIOPRO_H_MET_CREATININE.pdf,4,Creatinine (CRE),Abbott Piccolo Xpress,NA,> 15 years,>,15,NA,NA,years,Female,NA,NA,>=,0.6,<=,1.1,mg/dL ,Normal,NA,NA
https://wwwn.cdc.gov/nchs/data/nhanes/2013-2014/labmethods/BIOPRO_H_MET_CREATININE.pdf,4,Creatinine (CRE),Abbott Piccolo Xpress,NA,> 15 years,>,15,NA,NA,years,Male,NA,NA,>=,0.7,<=,1.3,mg/dL ,Normal,NA,NA
https://labtestsonline.org/understanding/analytes/creatinine/tab/test,4,Creatinine (CRE),Abbott Piccolo Xpress,NA,18 - 60 years ,>=,18,<=,60,years,Female,NA,NA,>=,0.6,<=,1.1,mg/dL ,Normal,NA,NA
https://labtestsonline.org/understanding/analytes/creatinine/tab/test,4,Creatinine (CRE),Abbott Piccolo Xpress,NA,60 - 90 years,>=,60,<=,90,years,Female,NA,NA,>=,0.6,<=,1.2,mg/dL,Normal,NA,NA
https://labtestsonline.org/understanding/analytes/creatinine/tab/test,4,Creatinine (CRE),Abbott Piccolo Xpress,NA,18 - 60 years ,>=,18,<=,60,years,Male,NA,NA,>=,0.9,<=,1.3,mg/dL ,Normal,NA,NA
https://labtestsonline.org/understanding/analytes/creatinine/tab/test,4,Creatinine (CRE),Abbott Piccolo Xpress,NA,60 - 90 years,>=,60,<=,90,years,Male,NA,NA,>=,0.8,<=,1.3,mg/dL,Normal,NA,NA
https://labtestsonline.org/understanding/analytes/creatinine/tab/test,4,Creatinine (CRE),Abbott Piccolo Xpress,NA,18 - 60 years ,>=,18,<=,60,years,Female,NA,NA,>=,53,<=,97,micromol/L,Normal,NA,NA
https://labtestsonline.org/understanding/analytes/creatinine/tab/test,4,Creatinine (CRE),Abbott Piccolo Xpress,NA,60 - 90 years,>=,60,<=,90,years,Female,NA,NA,>=,53,<=,106,micromol/L,Normal,NA,NA
https://labtestsonline.org/understanding/analytes/creatinine/tab/test,4,Creatinine (CRE),Abbott Piccolo Xpress,NA,18 - 60 years ,>=,18,<=,60,years,Male,NA,NA,>=,80,<=,115,micromol/L,Normal,NA,NA
https://labtestsonline.org/understanding/analytes/creatinine/tab/test,4,Creatinine (CRE),Abbott Piccolo Xpress,NA,60 - 90 years,>=,60,<=,90,years,Male,NA,NA,>=,71,<=,115,micromol/L,Normal,NA,NA
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4578165/,4,Creatinine (CRE),Abbott Piccolo Xpress,All,18 - 65 years,>=,18,<=,65,years,Female,NA,NA,>=,0.47,<=,1.1,mg/dL,Normal,NA,NA
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4578165/,4,Creatinine (CRE),Abbott Piccolo Xpress,Asian,18 - 65 years,>=,18,<=,65,years,Female,NA,NA,>=,0.43,<=,0.88,mg/dL,Normal,NA,NA
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4578165/,4,Creatinine (CRE),Abbott Piccolo Xpress,Non-Hispanic Black,18 - 65 years,>=,18,<=,65,years,Female,NA,NA,>=,0.52,<=,1.15,mg/dL,Normal,NA,NA
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4578165/,4,Creatinine (CRE),Abbott Piccolo Xpress,Hispanic,18 - 65 years,>=,18,<=,65,years,Female,NA,NA,>=,0.46,<=,0.99,mg/dL,Normal,NA,NA
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4578165/,4,Creatinine (CRE),Abbott Piccolo Xpress,Non-Hispanic White,18 - 65 years,>=,18,<=,65,years,Female,NA,NA,>=,0.5,<=,1.1,mg/dL,Normal,NA,NA
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4578165/,4,Creatinine (CRE),Abbott Piccolo Xpress,All,18 - 65 years,>=,18,<=,65,years,Male,NA,NA,>=,0.69,<=,1.37,mg/dL,Normal,NA,NA
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4578165/,4,Creatinine (CRE),Abbott Piccolo Xpress,Asian,18 - 65 years,>=,18,<=,65,years,Male,NA,NA,>=,0.68,<=,1.24,mg/dL,Normal,NA,NA
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4578165/,4,Creatinine (CRE),Abbott Piccolo Xpress,Non-Hispanic Black,18 - 65 years,>=,18,<=,65,years,Male,NA,NA,>=,0.73,<=,1.45,mg/dL,Normal,NA,NA
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4578165/,4,Creatinine (CRE),Abbott Piccolo Xpress,Hispanic,18 - 65 years,>=,18,<=,65,years,Male,NA,NA,>=,0.65,<=,1.34,mg/dL,Normal,NA,NA
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4578165/,4,Creatinine (CRE),Abbott Piccolo Xpress,Non-Hispanic White,18 - 65 years,>=,18,<=,65,years,Male,NA,NA,>=,0.7,<=,1.27,mg/dL,Normal,NA,NA
https://www.abaxis.com/sites/default/files/resource-packages/Comprehensive%20Metabolic%20Panel%20Package%20Insert-EN_0.pdf,2,Estimated Glomerular Filtration Rate (eGFR),Abbott Piccolo Xpress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,60,NA,NA,ml/minute/1.73m^2,Increased risk of adverse outcomes of chronic kidney disease (CKD) ,NA,NA
http://www.kidney-international.theisn.org/article/S0085-2538(15)54924-7/fulltext; https://labtestsonline.org/understanding/analytes/gfr/tab/test,2,Estimated Glomerular Filtration Rate (eGFR),Abbott Piccolo Xpress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,15,NA,NA,ml/minute/1.73m^2,Kidney failure,NA,NA
http://www.kidney-international.theisn.org/article/S0085-2538(15)54924-7/fulltext; https://labtestsonline.org/understanding/analytes/gfr/tab/test,2,Estimated Glomerular Filtration Rate (eGFR),Abbott Piccolo Xpress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,>=,15,<=,29,ml/minute/1.73m^2,Severe decreased GFR,NA,NA
http://www.kidney-international.theisn.org/article/S0085-2538(15)54924-7/fulltext; https://labtestsonline.org/understanding/analytes/gfr/tab/test,2,Estimated Glomerular Filtration Rate (eGFR),Abbott Piccolo Xpress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,>=,30,<=,59,ml/minute/1.73m^2,Moderate decreased GFR,NA,NA
http://www.kidney-international.theisn.org/article/S0085-2538(15)54924-7/fulltext; https://labtestsonline.org/understanding/analytes/gfr/tab/test,2,Estimated Glomerular Filtration Rate (eGFR),Abbott Piccolo Xpress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,>=,60,<=,89,ml/minute/1.73m^2,Mild decreased GFR,NA,NA
http://www.kidney-international.theisn.org/article/S0085-2538(15)54924-7/fulltext; https://labtestsonline.org/understanding/analytes/gfr/tab/test,2,Estimated Glomerular Filtration Rate (eGFR),Abbott Piccolo Xpress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,>,90,NA,NA,ml/minute/1.73m^2,Normal or increased GFR,NA,NA
http://www.kidney-international.theisn.org/article/S0085-2538(15)54924-7/fulltext; https://labtestsonline.org/understanding/analytes/gfr/tab/test,2,Estimated Glomerular Filtration Rate (eGFR),Abbott Piccolo Xpress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<,75,NA,NA,ml/minute/1.73m^2,Increased risk of adverse outcomes of end stage renal disease (ESRD) ,NA,NA
http://www.kidney-international.theisn.org/article/S0085-2538(15)54924-7/fulltext; https://labtestsonline.org/understanding/analytes/gfr/tab/test,2,Estimated Glomerular Filtration Rate (eGFR),Abbott Piccolo Xpress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,>=,75,<=,105,ml/minute/1.73m^2,Unrelated to risk of adverse outcomes of end stage renal disease (ESRD) ,NA,NA
https://www.abaxis.com/sites/default/files/resource-packages/Comprehensive%20Metabolic%20Panel%20Package%20Insert-EN_0.pdf,3,Glucose (GLU),Abbott Piccolo Xpress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,>=,73,<=,118,mg/dL,Normal fasting glucose,NA,NA
